3.03030303,0.982142857
9.595959596,0.990238095
13.63636364,1.00047619
19.19191919,1.009761905
24.24242424,1.021428571
28.28282828,1.031428571
33.83838384,1.041666667
39.39393939,1.04952381
44.44444444,1.056190476
51.01010101,1.057380952
57.07070707,1.056190476
62.12121212,1.047380952
69.19191919,1.040238095
73.23232323,1.02952381
74.24242424,1.02547619
79.7979798,1.023809524
86.86868687,1.027857143
90.90909091,1.017142857
98.48484848,1.003571429
107.5757576,0.994285714
118.6868687,0.98547619
125.2525253,0.981190476
135.8585859,0.978809524
142.4242424,0.987380952
147.979798,0.978333333
156.0606061,0.976428571
165.6565657,0.977857143
184.3434343,0.981190476
197.4747475,0.980714286
210.6060606,0.980714286
216.6666667,0.973095238
221.7171717,0.96952381
227.7777778,0.970952381
